"Date of Download: 2024-05-09_18:25:51"
"Search Parameters: Data Level:all  Trait List:  Trial List:11752,11828  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003585","GM13914A-4","","plot","6761528","202330BCEPR_stom_rep2_GM13914A-4_253","2","2","253","17","13","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003586","GM13914A-5","","plot","6761489","202330BCEPR_stom_rep2_GM13914A-5_228","2","2","228","16","13","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003595","GM13915A-5","","plot","6761401","202330BCEPR_stom_rep2_GM13915A-5_173","2","2","173","12","8","test","","","","","","","","","","","","","10","","","","","","","","","","","","1","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003602","GM13919A-1","","plot","6761480","202330BCEPR_stom_rep2_GM13919A-1_193","2","2","193","13","13","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003604","GM13919A-3","","plot","6761437","202330BCEPR_stom_rep2_GM13919A-3_165","2","2","165","11","15","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003606","GM13919A-5","","plot","6761505","202330BCEPR_stom_rep2_GM13919A-5_177","2","2","177","12","4","test","","3","2","22.3040256709452","105","5.078125","3.9","4","1","","","6","10","4","230","30","2","3","2","2","3","3560","132","0","3","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003613","GM14007A-1","","plot","6761639","202330BCEPR_stom_rep2_GM14007A-1_180","2","2","180","12","1","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003615","GM14007A-3","","plot","6761417","202330BCEPR_stom_rep2_GM14007A-3_164","2","2","164","11","14","test","","3","1","18.3143282897753","130","6.25","4.8","3","2","","","6","10","3","200","30","2","2","1","2","3","4420","58","1","3","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003616","GM14007A-4","","plot","6761470","202330BCEPR_stom_rep2_GM14007A-4_179","2","2","179","12","2","test","","4","2","23.2569496462755","100","3.38541666666667","2.6","4","1","","","10","10","3","280","30","1","3","1","2","3","2510","107","0","2","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003617","GM14007A-5","","plot","6761490","202330BCEPR_stom_rep2_GM14007A-5_178","2","2","178","12","3","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003637","GM14012A-6","","plot","6761544","202330BCEPR_stom_rep2_GM14012A-6_140","2","2","140","10","11","test","","2","1","26.0861948249619","150","12.890625","9.9","4","2","","","10","10","3","300","30","5","3","1","3","3","3490","205","0","7","2","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003649","GM14017A-1","","plot","6761550","202330BCEPR_stom_rep2_GM14017A-1_232","2","2","232","16","9","test","","2","1","20.4540931545518","230","13.0208333333333","10","4","1","","","12","10","2","280","30","6","3","1","3","3","2910","76","0","9","1","3","4","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003654","GM14017A-6","","plot","6761435","202330BCEPR_stom_rep2_GM14017A-6_159","2","2","159","11","9","test","","3","1","17.0249330587023","180","20.8333333333333","16","4","1","","","12","10","2","280","40","4","3","1","1","3","4880","25","0","6","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003655","GM14017A-7","","plot","6761541","202330BCEPR_stom_rep2_GM14017A-7_206","2","2","206","14","5","test","","3","1","21.7196518607442","180","13.5416666666667","10.4","4","2","","","8","10","3","280","30","5","3","1","2","3","4310","145","0","6","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5084269","GM14019B-6","","plot","6761571","202330BCEPR_stom_rep2_GM14019B-6_214","2","2","214","15","4","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003676","GM14028A-1","","plot","6761617","202330BCEPR_stom_rep2_GM14028A-1_189","2","2","189","13","9","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003677","GM14030A-1","","plot","6761594","202330BCEPR_stom_rep2_GM14030A-1_175","2","2","175","12","6","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003678","GM14030A-2","","plot","6761520","202330BCEPR_stom_rep2_GM14030A-2_158","2","2","158","11","8","test","","3","1","23.9648905803996","70","6.51041666666667","5","3","1","","","6","10","4","230","30","2","3","1","3","3","4410","206","0","4","2","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5084274","GM14043A-12","","plot","6761413","202330BCEPR_stom_rep2_GM14043A-12_171","2","2","171","12","10","test","","2","1","27.3529495718363","105","16.9270833333333","13","4","1","","","10","10","3","270","30","4","3","2","2","3","4500","296","0","7","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003699","GM14043A-8","","plot","6761637","202330BCEPR_stom_rep2_GM14043A-8_266","2","2","266","18","5","test","","3","2","24.5140634533252","95","5.46875","4.2","4","1","","","9","10","3","290","30","2","3","1","3","3","3450","172","0","2","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003703","GM14043B-3","","plot","6761486","202330BCEPR_stom_rep2_GM14043B-3_138","2","2","138","10","13","test","","0","1","25.0449029126214","210","14.0625","10.8","4","1","","","12","10","2","210","30","5","3","2","2","3","4350","230","1","8","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003715","GM14095A-2","","plot","6761464","202330BCEPR_stom_rep2_GM14095A-2_145","2","2","145","10","6","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003716","GM14095A-3","","plot","6761431","202330BCEPR_stom_rep2_GM14095A-3_220","2","2","220","15","10","test","","2","2","28.0666123778501","120","25.78125","19.8","5","1","","","10","10","2","300","40","5","3","2","2","3","4950","345","0","9","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003717","GM14097A-1","","plot","6761525","202330BCEPR_stom_rep2_GM14097A-1_248","2","2","248","17","8","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003726","GM14099A-11","","plot","6761482","202330BCEPR_stom_rep2_GM14099A-11_247","2","2","247","17","7","test","","2","1","24.196696989387","115","22.1354166666667","17","4","1","","","12","10","2","260","30","6","3","1","2","3","4850","233","0","10","2","3","3","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003724","GM14099A-1","","plot","6761441","202330BCEPR_stom_rep2_GM14099A-1_208","2","2","208","14","3","test","","0","3","21.8141540691655","280","19.2708333333333","14.8","5","1","","","12","10","2","280","40","6","1","1","2","3","5000","171","0","10","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003727","GM14099A-12","","plot","6761400","202330BCEPR_stom_rep2_GM14099A-12_223","2","2","223","15","13","test","","0","1","17.7628372853638","300","25","19.2","5","2","","","12","10","2","300","50","6","3","1","3","3","4940","48","0","10","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003738","GM14101A-10","","plot","6761615","202330BCEPR_stom_rep2_GM14101A-10_246","2","2","246","17","6","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003739","GM14101A-11","","plot","6761537","202330BCEPR_stom_rep2_GM14101A-11_143","2","2","143","10","8","test","","0","1","25.0547354948805","260","20.1822916666667","15.5","4","1","","","12","10","2","260","40","5","3","1","1","3","4950","262","2","7","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003741","GM14101A-3","","plot","6761430","202330BCEPR_stom_rep2_GM14101A-3_152","2","2","152","11","2","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003742","GM14101A-4","","plot","6761651","202330BCEPR_stom_rep2_GM14101A-4_238","2","2","238","16","3","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003744","GM14101A-6","","plot","6761599","202330BCEPR_stom_rep2_GM14101A-6_259","2","2","259","18","12","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003745","GM14101A-7","","plot","6761652","202330BCEPR_stom_rep2_GM14101A-7_183","2","2","183","13","3","test","","4","1","21.2062027567808","120","6.51041666666667","5","5","1","","","10","10","4","280","30","1","3","1","2","3","4640","142","2","1","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003749","GM14102A-10","","plot","6761460","202330BCEPR_stom_rep2_GM14102A-10_222","2","2","222","15","12","test","","2","1","26.0256159728122","150","27.34375","21","5","1","","","10","10","2","240","40","6","3","1","2","3","5000","292","0","8","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003750","GM14102A-11","","plot","6761427","202330BCEPR_stom_rep2_GM14102A-11_186","2","2","186","13","6","test","","3","1","26.4280393003671","140","10.8072916666667","8.3","4","1","","","12","10","3","280","40","1","3","1","2","3","4930","299","0","1","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003751","GM14102A-12","","plot","6761504","202330BCEPR_stom_rep2_GM14102A-12_256","2","2","256","18","15","test","","1","1","21.864547001276","160","18.8802083333333","14.5","5","1","","","12","10","2","270","30","5","3","1","2","3","4870","168","0","10","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003748","GM14102A-1","","plot","6761423","202330BCEPR_stom_rep2_GM14102A-1_235","2","2","235","16","6","test","","1","2","19.174668490844","175","6.77083333333333","5.2","4","1","","","8","10","2","310","40","1","3","1","2","3","4840","89","1","1","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003755","GM14102A-5","","plot","6761656","202330BCEPR_stom_rep2_GM14102A-5_195","2","2","195","13","15","test","","1","1","23.6999561787905","190","7.03125","5.4","3","2","","","12","10","3","290","60","1","3","1","2","3","4780","216","0","2","1","2","2","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003756","GM14102A-6","","plot","6761619","202330BCEPR_stom_rep2_GM14102A-6_258","2","2","258","18","13","test","","3","1","26.061096075778","155","16.2760416666667","12.5","4","1","","","12","10","3","270","40","4","3","1","2","3","4710","276","2","6","1","2","2","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003759","GM14102A-9","","plot","6761428","202330BCEPR_stom_rep2_GM14102A-9_198","2","2","198","14","13","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003760","GM14103A-1","","plot","6761444","202330BCEPR_stom_rep2_GM14103A-1_153","2","2","153","11","3","test","","1","2","26.3343771043771","95","17.578125","13.5","4","1","","","8","10","2","210","30","6","3","1","2","3","4740","285","0","9","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003763","GM14103A-12","","plot","6761642","202330BCEPR_stom_rep2_GM14103A-12_147","2","2","147","10","4","test","","1","1","25.5795371367061","100","13.0208333333333","10","4","1","","","10","10","2","250","30","2","3","1","1","3","4920","275","2","3","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003765","GM14103A-14","","plot","6761519","202330BCEPR_stom_rep2_GM14103A-14_192","2","2","192","13","12","test","","1","","25.0170489038786","120","4.296875","3.3","","1","","","8","10","2","270","30","1","3","1","2","3","3130","165","0","2","2","3","","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003767","GM14103A-16","","plot","6761631","202330BCEPR_stom_rep2_GM14103A-16_136","2","2","136","10","15","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003768","GM14103A-17","","plot","6761511","202330BCEPR_stom_rep2_GM14103A-17_200","2","2","200","14","11","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003770","GM14103A-3","","plot","6761424","202330BCEPR_stom_rep2_GM14103A-3_249","2","2","249","17","9","test","","2","1","25.8170555195506","95","7.8125","6","4","1","","","8","10","3","240","40","1","3","1","2","3","4910","281","0","2","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003771","GM14103A-4","","plot","6761570","202330BCEPR_stom_rep2_GM14103A-4_233","2","2","233","16","8","test","","0","1","29.6548106448311","290","18.2291666666667","14","4","1","","","12","10","1","290","40","4","3","1","2","3","3180","249","1","7","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003772","GM14103A-5","","plot","6761406","202330BCEPR_stom_rep2_GM14103A-5_234","2","2","234","16","7","test","","","","","","","","","","","","","10","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003774","GM14103A-7","","plot","6761456","202330BCEPR_stom_rep2_GM14103A-7_269","2","2","269","18","2","test","","0","1","30.3610494785889","280","17.96875","13.8","5","1","","","12","10","1","280","40","6","3","1","1","3","4910","403","0","10","1","2","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003775","GM14103A-8","","plot","6761658","202330BCEPR_stom_rep2_GM14103A-8_181","2","2","181","13","1","test","","2","1","26.7891627278865","115","11.0677083333333","8.5","4","1","","","8","10","3","260","50","2","3","2","2","3","4740","297","0","3","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003776","GM14103A-9","","plot","6761567","202330BCEPR_stom_rep2_GM14103A-9_188","2","2","188","13","8","test","","0","1","26.2755264288784","300","31.25","24","5","1","","","12","10","1","300","40","6","3","1","1","3","4950","296","0","10","2","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003780","GM14104A-12","","plot","6761543","202330BCEPR_stom_rep2_GM14104A-12_162","2","2","162","11","12","test","","0","1","24.7720593368237","350","4.296875","3.3","4","1","","","8","10","3","350","40","1","3","1","2","3","3020","155","0","1","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003777","GM14104A-1","","plot","6761398","202330BCEPR_stom_rep2_GM14104A-1_261","2","2","261","18","10","test","","3","1","25.3102115003305","140","12.3697916666667","9.5","4","1","","","12","10","3","320","30","4","3","1","2","3","4800","261","0","4","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003782","GM14104A-3","","plot","6761462","202330BCEPR_stom_rep2_GM14104A-3_139","2","2","139","10","12","test","","","","","","","","","","","","","10","","","","","","","","","","","","2","","","",""," (Operator: lizbethpino, Time: )"
"2023","174","CIAT","CIAT cassava breeding, Cali, Colombia","11752","202330BCEPR_stom","202330BCEPR_stom","RCBD","3.2","4","","no","no","2023-July-07","2024-April-03","52","Santo Tomas. Atlantico, Colombia","5003785","GM14104A-6","","plot","6761510","202330BCEPR_stom_rep2_GM14104A-6_267","2","2","267","18","4","test","","3","2","20.3699771428571","105","19.140625","14.7","4","1","","","8","10","3","210","30","3","3","1","1","3","4490","115","0","5","1","3","1","5"," (Operator: lizbethpino, Time: )"
